date, networkCode, gatewayCode, sensorCode, value
2025-11-16 08:00:00, NET_01, GW_0101, S_010101, 20.45
2025-11-16 09:00:00, NET_01, GW_0101, S_010101, 17.18
2025-11-16 10:00:00, NET_01, GW_0101, S_010101, 11.42
2025-11-16 11:00:00, NET_01, GW_0101, S_010101, 13.24
2025-11-16 12:00:00, NET_01, GW_0101, S_010101, 18.19
2025-11-16 13:00:00, NET_01, GW_0101, S_010101, 17.72
2025-11-16 14:00:00, NET_01, GW_0101, S_010101, 20.52
2025-11-16 15:00:00, NET_01, GW_0101, S_010101, 14.32
2025-11-16 16:00:00, NET_01, GW_0101, S_010101, 13.84
2025-11-16 17:00:00, NET_01, GW_0101, S_010101, 21.20
2025-11-16 18:00:00, NET_01, GW_0101, S_010101, 12.86
2025-11-16 19:00:00, NET_01, GW_0101, S_010101, 21.86
2025-11-16 20:00:00, NET_01, GW_0101, S_010101, 13.65
2025-11-16 21:00:00, NET_01, GW_0101, S_010101, 21.55
2025-11-16 22:00:00, NET_01, GW_0101, S_010101, 16.96
2025-11-16 23:00:00, NET_01, GW_0101, S_010101, 10.78
2025-11-17 00:00:00, NET_01, GW_0101, S_010101, 17.34
2025-11-17 01:00:00, NET_01, GW_0101, S_010101, 10.55
2025-11-17 02:00:00, NET_01, GW_0101, S_010101, 10.90
2025-11-17 03:00:00, NET_01, GW_0101, S_010101, 15.63
2025-11-17 04:00:00, NET_01, GW_0101, S_010101, 20.65
2025-11-17 05:00:00, NET_01, GW_0101, S_010101, 15.30
2025-11-17 06:00:00, NET_01, GW_0101, S_010101, 19.47
2025-11-17 07:00:00, NET_01, GW_0101, S_010101, 20.05
2025-11-17 08:00:00, NET_01, GW_0101, S_010101, 13.30
2025-11-17 09:00:00, NET_01, GW_0101, S_010101, 14.48
2025-11-17 10:00:00, NET_01, GW_0101, S_010101, 12.66
2025-11-17 11:00:00, NET_01, GW_0101, S_010101, 20.56
2025-11-17 12:00:00, NET_01, GW_0101, S_010101, 16.42
2025-11-17 13:00:00, NET_01, GW_0101, S_010101, 11.35
2025-11-17 14:00:00, NET_01, GW_0101, S_010101, 16.42
2025-11-17 15:00:00, NET_01, GW_0101, S_010101, 17.37
2025-11-17 16:00:00, NET_01, GW_0101, S_010101, 16.80
2025-11-17 17:00:00, NET_01, GW_0101, S_010101, 10.63
2025-11-17 18:00:00, NET_01, GW_0101, S_010101, 17.52
2025-11-17 19:00:00, NET_01, GW_0101, S_010101, 17.42
2025-11-17 20:00:00, NET_01, GW_0101, S_010101, 20.60
2025-11-17 21:00:00, NET_01, GW_0101, S_010101, 15.03
2025-11-17 22:00:00, NET_01, GW_0101, S_010101, 12.26
2025-11-17 23:00:00, NET_01, GW_0101, S_010101, 20.59
2025-11-18 00:00:00, NET_01, GW_0101, S_010101, 12.87
2025-11-18 01:00:00, NET_01, GW_0101, S_010101, 10.08
2025-11-18 02:00:00, NET_01, GW_0101, S_010101, 14.80
2025-11-18 03:00:00, NET_01, GW_0101, S_010101, 18.06
2025-11-18 04:00:00, NET_01, GW_0101, S_010101, 18.85
2025-11-18 05:00:00, NET_01, GW_0101, S_010101, 20.24
2025-11-18 06:00:00, NET_01, GW_0101, S_010101, 18.56
2025-11-18 07:00:00, NET_01, GW_0101, S_010101, 10.10
2025-11-18 08:00:00, NET_01, GW_0101, S_010101, 21.70
2025-11-18 09:00:00, NET_01, GW_0101, S_010101, 11.78
2025-11-18 10:00:00, NET_01, GW_0101, S_010101, 10.09
2025-11-18 11:00:00, NET_01, GW_0101, S_010101, 10.02
2025-11-18 12:00:00, NET_01, GW_0101, S_010101, 10.89
2025-11-18 13:00:00, NET_01, GW_0101, S_010101, 11.35
2025-11-18 14:00:00, NET_01, GW_0101, S_010101, 11.34
2025-11-18 15:00:00, NET_01, GW_0101, S_010101, 13.72
2025-11-18 16:00:00, NET_01, GW_0101, S_010101, 14.50
2025-11-18 17:00:00, NET_01, GW_0101, S_010101, 17.86
2025-11-18 18:00:00, NET_01, GW_0101, S_010101, 20.02
2025-11-18 19:00:00, NET_01, GW_0101, S_010101, 12.38
2025-11-18 20:00:00, NET_01, GW_0101, S_010101, 12.60
2025-11-18 21:00:00, NET_01, GW_0101, S_010101, 20.79
2025-11-18 22:00:00, NET_01, GW_0101, S_010101, 10.80
2025-11-18 23:00:00, NET_01, GW_0101, S_010101, 13.57
2025-11-19 00:00:00, NET_01, GW_0101, S_010101, 17.63
2025-11-19 01:00:00, NET_01, GW_0101, S_010101, 21.01
2025-11-19 02:00:00, NET_01, GW_0101, S_010101, 14.47
2025-11-19 03:00:00, NET_01, GW_0101, S_010101, 19.02
2025-11-19 04:00:00, NET_01, GW_0101, S_010101, 15.03
2025-11-19 05:00:00, NET_01, GW_0101, S_010101, 21.33
2025-11-19 06:00:00, NET_01, GW_0101, S_010101, 12.18
2025-11-19 07:00:00, NET_01, GW_0101, S_010101, 10.91
2025-11-19 08:00:00, NET_01, GW_0101, S_010101, 15.11
2025-11-19 09:00:00, NET_01, GW_0101, S_010101, 19.46
2025-11-19 10:00:00, NET_01, GW_0101, S_010101, 21.20
2025-11-19 11:00:00, NET_01, GW_0101, S_010101, 21.45
2025-11-19 12:00:00, NET_01, GW_0101, S_010101, 19.10
2025-11-19 13:00:00, NET_01, GW_0101, S_010101, 20.61
2025-11-19 14:00:00, NET_01, GW_0101, S_010101, 15.18
2025-11-19 15:00:00, NET_01, GW_0101, S_010101, 18.95
2025-11-19 16:00:00, NET_01, GW_0101, S_010101, 20.27
2025-11-19 17:00:00, NET_01, GW_0101, S_010101, 10.45
2025-11-19 18:00:00, NET_01, GW_0101, S_010101, 10.49
2025-11-19 19:00:00, NET_01, GW_0101, S_010101, 19.15
2025-11-19 20:00:00, NET_01, GW_0101, S_010101, 12.05
2025-11-19 21:00:00, NET_01, GW_0101, S_010101, 13.10
2025-11-19 22:00:00, NET_01, GW_0101, S_010101, 14.02
2025-11-19 23:00:00, NET_01, GW_0101, S_010101, 28.63
2025-11-20 00:00:00, NET_01, GW_0101, S_010101, 20.35
2025-11-20 01:00:00, NET_01, GW_0101, S_010101, 11.16
2025-11-20 02:00:00, NET_01, GW_0101, S_010101, 17.35
2025-11-20 03:00:00, NET_01, GW_0101, S_010101, 17.50
2025-11-20 04:00:00, NET_01, GW_0101, S_010101, 11.59
2025-11-20 05:00:00, NET_01, GW_0101, S_010101, 12.31
2025-11-20 06:00:00, NET_01, GW_0101, S_010101, 12.57
2025-11-20 07:00:00, NET_01, GW_0101, S_010101, 14.85
2025-11-20 08:00:00, NET_01, GW_0101, S_010101, 21.88
2025-11-20 09:00:00, NET_01, GW_0101, S_010101, 10.79
2025-11-20 10:00:00, NET_01, GW_0101, S_010101, 16.16
