date, networkCode, gatewayCode, sensorCode, value
2025-11-16 08:00:00, NET_01, GW_0102, S_010201, 942.62
2025-11-16 09:00:00, NET_01, GW_0102, S_010201, 957.51
2025-11-16 10:00:00, NET_01, GW_0102, S_010201, 951.93
2025-11-16 11:00:00, NET_01, GW_0102, S_010201, 967.44
2025-11-16 12:00:00, NET_01, GW_0102, S_010201, 958.43
2025-11-16 13:00:00, NET_01, GW_0102, S_010201, 958.85
2025-11-16 14:00:00, NET_01, GW_0102, S_010201, 948.71
2025-11-16 15:00:00, NET_01, GW_0102, S_010201, 949.38
2025-11-16 16:00:00, NET_01, GW_0102, S_010201, 948.68
2025-11-16 17:00:00, NET_01, GW_0102, S_010201, 946.34
2025-11-16 18:00:00, NET_01, GW_0102, S_010201, 966.86
2025-11-16 19:00:00, NET_01, GW_0102, S_010201, 958.72
2025-11-16 20:00:00, NET_01, GW_0102, S_010201, 945.16
2025-11-16 21:00:00, NET_01, GW_0102, S_010201, 943.29
2025-11-16 22:00:00, NET_01, GW_0102, S_010201, 952.93
2025-11-16 23:00:00, NET_01, GW_0102, S_010201, 950.55
2025-11-17 00:00:00, NET_01, GW_0102, S_010201, 959.21
2025-11-17 01:00:00, NET_01, GW_0102, S_010201, 954.85
2025-11-17 02:00:00, NET_01, GW_0102, S_010201, 967.33
2025-11-17 03:00:00, NET_01, GW_0102, S_010201, 951.07
2025-11-17 04:00:00, NET_01, GW_0102, S_010201, 947.78
2025-11-17 05:00:00, NET_01, GW_0102, S_010201, 953.37
2025-11-17 06:00:00, NET_01, GW_0102, S_010201, 965.32
2025-11-17 07:00:00, NET_01, GW_0102, S_010201, 949.40
2025-11-17 08:00:00, NET_01, GW_0102, S_010201, 946.46
2025-11-17 09:00:00, NET_01, GW_0102, S_010201, 943.92
2025-11-17 10:00:00, NET_01, GW_0102, S_010201, 958.84
2025-11-17 11:00:00, NET_01, GW_0102, S_010201, 964.68
2025-11-17 12:00:00, NET_01, GW_0102, S_010201, 962.51
2025-11-17 13:00:00, NET_01, GW_0102, S_010201, 952.62
2025-11-17 14:00:00, NET_01, GW_0102, S_010201, 952.01
2025-11-17 15:00:00, NET_01, GW_0102, S_010201, 951.96
2025-11-17 16:00:00, NET_01, GW_0102, S_010201, 946.65
2025-11-17 17:00:00, NET_01, GW_0102, S_010201, 951.38
2025-11-17 18:00:00, NET_01, GW_0102, S_010201, 965.12
2025-11-17 19:00:00, NET_01, GW_0102, S_010201, 962.46
2025-11-17 20:00:00, NET_01, GW_0102, S_010201, 950.43
2025-11-17 21:00:00, NET_01, GW_0102, S_010201, 956.70
2025-11-17 22:00:00, NET_01, GW_0102, S_010201, 940.09
2025-11-17 23:00:00, NET_01, GW_0102, S_010201, 952.44
2025-11-18 00:00:00, NET_01, GW_0102, S_010201, 945.21
2025-11-18 01:00:00, NET_01, GW_0102, S_010201, 952.98
2025-11-18 02:00:00, NET_01, GW_0102, S_010201, 968.83
2025-11-18 03:00:00, NET_01, GW_0102, S_010201, 948.23
2025-11-18 04:00:00, NET_01, GW_0102, S_010201, 948.63
2025-11-18 05:00:00, NET_01, GW_0102, S_010201, 957.48
2025-11-18 06:00:00, NET_01, GW_0102, S_010201, 956.54
2025-11-18 07:00:00, NET_01, GW_0102, S_010201, 959.15
2025-11-18 08:00:00, NET_01, GW_0102, S_010201, 964.44
2025-11-18 09:00:00, NET_01, GW_0102, S_010201, 949.72
2025-11-18 10:00:00, NET_01, GW_0102, S_010201, 960.89
2025-11-18 11:00:00, NET_01, GW_0102, S_010201, 954.54
2025-11-18 12:00:00, NET_01, GW_0102, S_010201, 943.77
2025-11-18 13:00:00, NET_01, GW_0102, S_010201, 943.84
2025-11-18 14:00:00, NET_01, GW_0102, S_010201, 967.19
2025-11-18 15:00:00, NET_01, GW_0102, S_010201, 966.00
2025-11-18 16:00:00, NET_01, GW_0102, S_010201, 943.70
2025-11-18 17:00:00, NET_01, GW_0102, S_010201, 963.76
2025-11-18 18:00:00, NET_01, GW_0102, S_010201, 949.63
2025-11-18 19:00:00, NET_01, GW_0102, S_010201, 945.52
2025-11-18 20:00:00, NET_01, GW_0102, S_010201, 950.36
2025-11-18 21:00:00, NET_01, GW_0102, S_010201, 946.31
2025-11-18 22:00:00, NET_01, GW_0102, S_010201, 947.13
2025-11-18 23:00:00, NET_01, GW_0102, S_010201, 942.18
2025-11-19 00:00:00, NET_01, GW_0102, S_010201, 955.48
