date, networkCode, gatewayCode, sensorCode, value
2025-11-16 08:00:00, NET_01, GW_0101, S_010104, 7.41
2025-11-16 09:30:00, NET_01, GW_0101, S_010104, 11.28
2025-11-16 11:00:00, NET_01, GW_0101, S_010104, 10.44
2025-11-16 12:30:00, NET_01, GW_0101, S_010104, 6.32
2025-11-16 14:00:00, NET_01, GW_0101, S_010104, 6.57
2025-11-16 15:30:00, NET_01, GW_0101, S_010104, 10.08
2025-11-16 17:00:00, NET_01, GW_0101, S_010104, 7.79
2025-11-16 18:30:00, NET_01, GW_0101, S_010104, 9.54
2025-11-16 20:00:00, NET_01, GW_0101, S_010104, 11.49
2025-11-16 21:30:00, NET_01, GW_0101, S_010104, 11.22
2025-11-16 23:00:00, NET_01, GW_0101, S_010104, 6.95
2025-11-17 00:30:00, NET_01, GW_0101, S_010104, 6.25
2025-11-17 02:00:00, NET_01, GW_0101, S_010104, 6.89
2025-11-17 03:30:00, NET_01, GW_0101, S_010104, 9.77
2025-11-17 05:00:00, NET_01, GW_0101, S_010104, 8.09
2025-11-17 06:30:00, NET_01, GW_0101, S_010104, 7.97
2025-11-17 08:00:00, NET_01, GW_0101, S_010104, 9.36
2025-11-17 09:30:00, NET_01, GW_0101, S_010104, 8.75
2025-11-17 11:00:00, NET_01, GW_0101, S_010104, 9.28
2025-11-17 12:30:00, NET_01, GW_0101, S_010104, 11.41
2025-11-17 14:00:00, NET_01, GW_0101, S_010104, 6.35
2025-11-17 15:30:00, NET_01, GW_0101, S_010104, 7.44
2025-11-17 17:00:00, NET_01, GW_0101, S_010104, 10.98
2025-11-17 18:30:00, NET_01, GW_0101, S_010104, 9.12
2025-11-17 20:00:00, NET_01, GW_0101, S_010104, 8.61
2025-11-17 21:30:00, NET_01, GW_0101, S_010104, 10.66
2025-11-17 23:00:00, NET_01, GW_0101, S_010104, 11.50
2025-11-18 00:30:00, NET_01, GW_0101, S_010104, 5.42
2025-11-18 02:00:00, NET_01, GW_0101, S_010104, 11.79
2025-11-18 03:30:00, NET_01, GW_0101, S_010104, 11.92
2025-11-18 05:00:00, NET_01, GW_0101, S_010104, 10.06
2025-11-18 06:30:00, NET_01, GW_0101, S_010104, 6.77
2025-11-18 08:00:00, NET_01, GW_0101, S_010104, 6.39
2025-11-18 09:30:00, NET_01, GW_0101, S_010104, 11.84
2025-11-18 11:00:00, NET_01, GW_0101, S_010104, 11.72
2025-11-18 12:30:00, NET_01, GW_0101, S_010104, 6.73
2025-11-18 14:00:00, NET_01, GW_0101, S_010104, 9.88
2025-11-18 15:30:00, NET_01, GW_0101, S_010104, 7.95
2025-11-18 17:00:00, NET_01, GW_0101, S_010104, 5.53
2025-11-18 18:30:00, NET_01, GW_0101, S_010104, 10.34
2025-11-18 20:00:00, NET_01, GW_0101, S_010104, 9.76
2025-11-18 21:30:00, NET_01, GW_0101, S_010104, 6.50
2025-11-18 23:00:00, NET_01, GW_0101, S_010104, 10.92
2025-11-19 00:30:00, NET_01, GW_0101, S_010104, 11.74
2025-11-19 02:00:00, NET_01, GW_0101, S_010104, 9.47
2025-11-19 03:30:00, NET_01, GW_0101, S_010104, 11.56
