date, networkCode, gatewayCode, sensorCode, value
2025-11-16 08:00:00, NET_01, GW_0102, S_010204, 1046.28
2025-11-16 09:30:00, NET_01, GW_0102, S_010204, 1057.16
2025-11-16 11:00:00, NET_01, GW_0102, S_010204, 1066.35
2025-11-16 12:30:00, NET_01, GW_0102, S_010204, 1058.99
2025-11-16 14:00:00, NET_01, GW_0102, S_010204, 1048.28
2025-11-16 15:30:00, NET_01, GW_0102, S_010204, 1041.82
2025-11-16 17:00:00, NET_01, GW_0102, S_010204, 1058.41
2025-11-16 18:30:00, NET_01, GW_0102, S_010204, 1052.15
2025-11-16 20:00:00, NET_01, GW_0102, S_010204, 1044.96
2025-11-16 21:30:00, NET_01, GW_0102, S_010204, 1061.54
2025-11-16 23:00:00, NET_01, GW_0102, S_010204, 1044.33
2025-11-17 00:30:00, NET_01, GW_0102, S_010204, 1062.46
2025-11-17 02:00:00, NET_01, GW_0102, S_010204, 1064.71
2025-11-17 03:30:00, NET_01, GW_0102, S_010204, 1059.83
2025-11-17 05:00:00, NET_01, GW_0102, S_010204, 1067.21
2025-11-17 06:30:00, NET_01, GW_0102, S_010204, 1057.79
2025-11-17 08:00:00, NET_01, GW_0102, S_010204, 1049.11
2025-11-17 09:30:00, NET_01, GW_0102, S_010204, 1051.33
2025-11-17 11:00:00, NET_01, GW_0102, S_010204, 1052.46
2025-11-17 12:30:00, NET_01, GW_0102, S_010204, 1045.84
2025-11-17 14:00:00, NET_01, GW_0102, S_010204, 1056.02
2025-11-17 15:30:00, NET_01, GW_0102, S_010204, 1064.52
2025-11-17 17:00:00, NET_01, GW_0102, S_010204, 1053.85
2025-11-17 18:30:00, NET_01, GW_0102, S_010204, 1064.96
2025-11-17 20:00:00, NET_01, GW_0102, S_010204, 1064.48
2025-11-17 21:30:00, NET_01, GW_0102, S_010204, 1053.10
2025-11-17 23:00:00, NET_01, GW_0102, S_010204, 1041.41
2025-11-18 00:30:00, NET_01, GW_0102, S_010204, 1040.73
2025-11-18 02:00:00, NET_01, GW_0102, S_010204, 1043.69
2025-11-18 03:30:00, NET_01, GW_0102, S_010204, 1069.66
2025-11-18 05:00:00, NET_01, GW_0102, S_010204, 1057.78
2025-11-18 06:30:00, NET_01, GW_0102, S_010204, 1043.28
2025-11-18 08:00:00, NET_01, GW_0102, S_010204, 1051.61
2025-11-18 09:30:00, NET_01, GW_0102, S_010204, 1050.89
2025-11-18 11:00:00, NET_01, GW_0102, S_010204, 1065.79
2025-11-18 12:30:00, NET_01, GW_0102, S_010204, 1047.50
2025-11-18 14:00:00, NET_01, GW_0102, S_010204, 1067.11
2025-11-18 15:30:00, NET_01, GW_0102, S_010204, 1065.82
2025-11-18 17:00:00, NET_01, GW_0102, S_010204, 1053.33
2025-11-18 18:30:00, NET_01, GW_0102, S_010204, 1040.47
2025-11-18 20:00:00, NET_01, GW_0102, S_010204, 1042.60
2025-11-18 21:30:00, NET_01, GW_0102, S_010204, 1059.88
2025-11-18 23:00:00, NET_01, GW_0102, S_010204, 1063.76
2025-11-19 00:30:00, NET_01, GW_0102, S_010204, 1065.09
2025-11-19 02:00:00, NET_01, GW_0102, S_010204, 1053.48
2025-11-19 03:30:00, NET_01, GW_0102, S_010204, 1060.72
2025-11-19 05:00:00, NET_01, GW_0102, S_010204, 1056.51
2025-11-19 06:30:00, NET_01, GW_0102, S_010204, 1060.93
2025-11-19 08:00:00, NET_01, GW_0102, S_010204, 1046.04
2025-11-19 09:30:00, NET_01, GW_0102, S_010204, 1061.55
2025-11-19 11:00:00, NET_01, GW_0102, S_010204, 1067.05
2025-11-19 12:30:00, NET_01, GW_0102, S_010204, 1043.41
2025-11-19 14:00:00, NET_01, GW_0102, S_010204, 1051.23
2025-11-19 15:30:00, NET_01, GW_0102, S_010204, 1055.74
2025-11-19 17:00:00, NET_01, GW_0102, S_010204, 1057.66
2025-11-19 18:30:00, NET_01, GW_0102, S_010204, 1044.71
2025-11-19 20:00:00, NET_01, GW_0102, S_010204, 1042.60
2025-11-19 21:30:00, NET_01, GW_0102, S_010204, 1069.04
2025-11-19 23:00:00, NET_01, GW_0102, S_010204, 1067.59
2025-11-20 00:30:00, NET_01, GW_0102, S_010204, 1043.88
2025-11-20 02:00:00, NET_01, GW_0102, S_010204, 1055.53
2025-11-20 03:30:00, NET_01, GW_0102, S_010204, 1047.95
2025-11-20 05:00:00, NET_01, GW_0102, S_010204, 1051.83
2025-11-20 06:30:00, NET_01, GW_0102, S_010204, 1048.26
2025-11-20 08:00:00, NET_01, GW_0102, S_010204, 1051.63
2025-11-20 09:30:00, NET_01, GW_0102, S_010204, 1064.09
2025-11-20 11:00:00, NET_01, GW_0102, S_010204, 1063.77
2025-11-20 12:30:00, NET_01, GW_0102, S_010204, 1069.13
2025-11-20 14:00:00, NET_01, GW_0102, S_010204, 1057.70
2025-11-20 15:30:00, NET_01, GW_0102, S_010204, 1059.37
2025-11-20 17:00:00, NET_01, GW_0102, S_010204, 1055.12
2025-11-20 18:30:00, NET_01, GW_0102, S_010204, 1055.94
2025-11-20 20:00:00, NET_01, GW_0102, S_010204, 1062.10
2025-11-20 21:30:00, NET_01, GW_0102, S_010204, 1055.25
2025-11-20 23:00:00, NET_01, GW_0102, S_010204, 1053.31
2025-11-21 00:30:00, NET_01, GW_0102, S_010204, 1050.55
2025-11-21 02:00:00, NET_01, GW_0102, S_010204, 1059.21
2025-11-21 03:30:00, NET_01, GW_0102, S_010204, 1064.40
2025-11-21 05:00:00, NET_01, GW_0102, S_010204, 1066.47
2025-11-21 06:30:00, NET_01, GW_0102, S_010204, 1045.06
2025-11-21 08:00:00, NET_01, GW_0102, S_010204, 1065.68
2025-11-21 09:30:00, NET_01, GW_0102, S_010204, 1054.39
2025-11-21 11:00:00, NET_01, GW_0102, S_010204, 1054.15
2025-11-21 12:30:00, NET_01, GW_0102, S_010204, 1062.82
2025-11-21 14:00:00, NET_01, GW_0102, S_010204, 1040.04
2025-11-21 15:30:00, NET_01, GW_0102, S_010204, 1041.59
2025-11-21 17:00:00, NET_01, GW_0102, S_010204, 1042.64
2025-11-21 18:30:00, NET_01, GW_0102, S_010204, 1050.68
2025-11-21 20:00:00, NET_01, GW_0102, S_010204, 1042.77
2025-11-21 21:30:00, NET_01, GW_0102, S_010204, 1055.98
2025-11-21 23:00:00, NET_01, GW_0102, S_010204, 1065.68
2025-11-22 00:30:00, NET_01, GW_0102, S_010204, 1054.39
2025-11-22 02:00:00, NET_01, GW_0102, S_010204, 1054.15
2025-11-22 03:30:00, NET_01, GW_0102, S_010204, 1062.82
2025-11-22 05:00:00, NET_01, GW_0102, S_010204, 1040.04
2025-11-22 06:30:00, NET_01, GW_0102, S_010204, 1041.59
2025-11-22 08:00:00, NET_01, GW_0102, S_010204, 1042.64
2025-11-22 09:30:00, NET_01, GW_0102, S_010204, 1050.68
2025-11-22 11:00:00, NET_01, GW_0102, S_010204, 1042.77
2025-11-22 12:30:00, NET_01, GW_0102, S_010204, 1055.98
