date, networkCode, gatewayCode, sensorCode, value
2025-11-16 08:00:00, NET_01, GW_0101, S_010103, 10.37
2025-11-16 09:20:00, NET_01, GW_0101, S_010103, 20.41
2025-11-16 10:40:00, NET_01, GW_0101, S_010103, 18.66
2025-11-16 12:00:00, NET_01, GW_0101, S_010103, 10.21
2025-11-16 13:20:00, NET_01, GW_0101, S_010103, 16.6
2025-11-16 14:40:00, NET_01, GW_0101, S_010103, 12.86
2025-11-16 16:00:00, NET_01, GW_0101, S_010103, 20.58
2025-11-16 17:20:00, NET_01, GW_0101, S_010103, 20.24
2025-11-16 18:40:00, NET_01, GW_0101, S_010103, 13.62
2025-11-16 20:00:00, NET_01, GW_0101, S_010103, 17.18
2025-11-16 21:20:00, NET_01, GW_0101, S_010103, 10.36
2025-11-16 22:40:00, NET_01, GW_0101, S_010103, 16.95
2025-11-17 00:00:00, NET_01, GW_0101, S_010103, 14.27
2025-11-17 01:20:00, NET_01, GW_0101, S_010103, 14.04
2025-11-17 02:40:00, NET_01, GW_0101, S_010103, 13.07
2025-11-17 04:00:00, NET_01, GW_0101, S_010103, 11.96
2025-11-17 05:20:00, NET_01, GW_0101, S_010103, 21.06
2025-11-17 06:40:00, NET_01, GW_0101, S_010103, 13.88
2025-11-17 08:00:00, NET_01, GW_0101, S_010103, 21.84
2025-11-17 09:20:00, NET_01, GW_0101, S_010103, 18.27
2025-11-17 10:40:00, NET_01, GW_0101, S_010103, 20.56
2025-11-17 12:00:00, NET_01, GW_0101, S_010103, 13.15
2025-11-17 13:20:00, NET_01, GW_0101, S_010103, 20.05
2025-11-17 14:40:00, NET_01, GW_0101, S_010103, 12.39
2025-11-17 16:00:00, NET_01, GW_0101, S_010103, 16.54
2025-11-17 17:20:00, NET_01, GW_0101, S_010103, 21.04
2025-11-17 18:40:00, NET_01, GW_0101, S_010103, 10.36
2025-11-17 20:00:00, NET_01, GW_0101, S_010103, 14.99
2025-11-17 21:20:00, NET_01, GW_0101, S_010103, 13.67
2025-11-17 22:40:00, NET_01, GW_0101, S_010103, 19.24
2025-11-18 00:00:00, NET_01, GW_0101, S_010103, 17.23
2025-11-18 01:20:00, NET_01, GW_0101, S_010103, 11.55
2025-11-18 02:40:00, NET_01, GW_0101, S_010103, 20.42
2025-11-18 04:00:00, NET_01, GW_0101, S_010103, 18.43
2025-11-18 05:20:00, NET_01, GW_0101, S_010103, 13.86
2025-11-18 06:40:00, NET_01, GW_0101, S_010103, 20.59
2025-11-18 08:00:00, NET_01, GW_0101, S_010103, 14.91
2025-11-18 09:20:00, NET_01, GW_0101, S_010103, 14.57
2025-11-18 10:40:00, NET_01, GW_0101, S_010103, 16.68
2025-11-18 12:00:00, NET_01, GW_0101, S_010103, 13.76
2025-11-18 13:20:00, NET_01, GW_0101, S_010103, 18.65
2025-11-18 14:40:00, NET_01, GW_0101, S_010103, 14.61
2025-11-18 16:00:00, NET_01, GW_0101, S_010103, 21.27
2025-11-18 17:20:00, NET_01, GW_0101, S_010103, 20.86
2025-11-18 18:40:00, NET_01, GW_0101, S_010103, 16.92
2025-11-18 20:00:00, NET_01, GW_0101, S_010103, 14.97
2025-11-18 21:20:00, NET_01, GW_0101, S_010103, 15.96
2025-11-18 22:40:00, NET_01, GW_0101, S_010103, 21.34
2025-11-19 00:00:00, NET_01, GW_0101, S_010103, 12.15
2025-11-19 01:20:00, NET_01, GW_0101, S_010103, 12.57
2025-11-19 02:40:00, NET_01, GW_0101, S_010103, 21.13
2025-11-19 04:00:00, NET_01, GW_0101, S_010103, 19.65
2025-11-19 05:20:00, NET_01, GW_0101, S_010103, 20.98
2025-11-19 06:40:00, NET_01, GW_0101, S_010103, 15.86
2025-11-19 08:00:00, NET_01, GW_0101, S_010103, 16.26
2025-11-19 09:20:00, NET_01, GW_0101, S_010103, 21.72
2025-11-19 10:40:00, NET_01, GW_0101, S_010103, 17.62
2025-11-19 12:00:00, NET_01, GW_0101, S_010103, 12.59
2025-11-19 13:20:00, NET_01, GW_0101, S_010103, 11.22
2025-11-19 14:40:00, NET_01, GW_0101, S_010103, 14.22
2025-11-19 16:00:00, NET_01, GW_0101, S_010103, 17.63
2025-11-19 17:20:00, NET_01, GW_0101, S_010103, 14.83
2025-11-19 18:40:00, NET_01, GW_0101, S_010103, 12.93
2025-11-19 20:00:00, NET_01, GW_0101, S_010103, 13.82
2025-11-19 21:20:00, NET_01, GW_0101, S_010103, 21.33
2025-11-19 22:40:00, NET_01, GW_0101, S_010103, 17.75
2025-11-20 00:00:00, NET_01, GW_0101, S_010103, 12.49
2025-11-20 01:20:00, NET_01, GW_0101, S_010103, 16.99
2025-11-20 02:40:00, NET_01, GW_0101, S_010103, 18.06
2025-11-20 04:00:00, NET_01, GW_0101, S_010103, 12.47
2025-11-20 05:20:00, NET_01, GW_0101, S_010103, 20.45
2025-11-20 06:40:00, NET_01, GW_0101, S_010103, 16.56
2025-11-20 08:00:00, NET_01, GW_0101, S_010103, 17.3
2025-11-20 09:20:00, NET_01, GW_0101, S_010103, 19.48
2025-11-20 10:40:00, NET_01, GW_0101, S_010103, 18.22
2025-11-20 12:00:00, NET_01, GW_0101, S_010103, 17.83
2025-11-20 13:20:00, NET_01, GW_0101, S_010103, 20.97
2025-11-20 14:40:00, NET_01, GW_0101, S_010103, 13.48
2025-11-20 16:00:00, NET_01, GW_0101, S_010103, 17.29
2025-11-20 17:20:00, NET_01, GW_0101, S_010103, 11.03
2025-11-20 18:40:00, NET_01, GW_0101, S_010103, 13.19
2025-11-20 20:00:00, NET_01, GW_0101, S_010103, 15.05
2025-11-20 21:20:00, NET_01, GW_0101, S_010103, 11.13
2025-11-20 22:40:00, NET_01, GW_0101, S_010103, 13.01
2025-11-21 00:00:00, NET_01, GW_0101, S_010103, 21.77
2025-11-21 01:20:00, NET_01, GW_0101, S_010103, 12.13
2025-11-21 02:40:00, NET_01, GW_0101, S_010103, 14.79
2025-11-21 04:00:00, NET_01, GW_0101, S_010103, 21.93
2025-11-21 05:20:00, NET_01, GW_0101, S_010103, 18.99
2025-11-21 06:40:00, NET_01, GW_0101, S_010103, 20.79
2025-11-21 08:00:00, NET_01, GW_0101, S_010103, 10.95
2025-11-21 09:20:00, NET_01, GW_0101, S_010103, 19.22
2025-11-21 10:40:00, NET_01, GW_0101, S_010103, 14.93
2025-11-21 12:00:00, NET_01, GW_0101, S_010103, 13.21
2025-11-21 13:20:00, NET_01, GW_0101, S_010103, 11.97
2025-11-21 14:40:00, NET_01, GW_0101, S_010103, 16.99
2025-11-21 16:00:00, NET_01, GW_0101, S_010103, 19.88
2025-11-21 17:20:00, NET_01, GW_0101, S_010103, 10.14
2025-11-21 18:40:00, NET_01, GW_0101, S_010103, 21.86
2025-11-21 20:00:00, NET_01, GW_0101, S_010103, 10.41
