date, networkCode, gatewayCode, sensorCode, value
2025-11-16 08:00:00, NET_01, GW_0103, S_010304, 33.77
2025-11-16 09:30:00, NET_01, GW_0103, S_010304, 38.61
2025-11-16 11:00:00, NET_01, GW_0103, S_010304, 40.44
2025-11-16 12:30:00, NET_01, GW_0103, S_010304, 27.17
2025-11-16 14:00:00, NET_01, GW_0103, S_010304, 23.65
2025-11-16 15:30:00, NET_01, GW_0103, S_010304, 42.91
2025-11-16 17:00:00, NET_01, GW_0103, S_010304, 41.16
2025-11-16 18:30:00, NET_01, GW_0103, S_010304, 36.02
2025-11-16 20:00:00, NET_01, GW_0103, S_010304, 29.48
2025-11-16 21:30:00, NET_01, GW_0103, S_010304, 30.73
2025-11-16 23:00:00, NET_01, GW_0103, S_010304, 32.55
2025-11-17 00:30:00, NET_01, GW_0103, S_010304, 33.08
2025-11-17 02:00:00, NET_01, GW_0103, S_010304, 24.12
2025-11-17 03:30:00, NET_01, GW_0103, S_010304, 40.41
2025-11-17 05:00:00, NET_01, GW_0103, S_010304, 36.82
2025-11-17 06:30:00, NET_01, GW_0103, S_010304, 22.41
2025-11-17 08:00:00, NET_01, GW_0103, S_010304, 37.99
2025-11-17 09:30:00, NET_01, GW_0103, S_010304, 39.74
2025-11-17 11:00:00, NET_01, GW_0103, S_010304, 34.41
2025-11-17 12:30:00, NET_01, GW_0103, S_010304, 28.76
2025-11-17 14:00:00, NET_01, GW_0103, S_010304, 41.93
2025-11-17 15:30:00, NET_01, GW_0103, S_010304, 29.10
2025-11-17 17:00:00, NET_01, GW_0103, S_010304, 38.45
2025-11-17 18:30:00, NET_01, GW_0103, S_010304, 42.88
2025-11-17 20:00:00, NET_01, GW_0103, S_010304, 32.22
2025-11-17 21:30:00, NET_01, GW_0103, S_010304, 24.44
2025-11-17 23:00:00, NET_01, GW_0103, S_010304, 20.62
2025-11-18 00:30:00, NET_01, GW_0103, S_010304, 44.12
2025-11-18 02:00:00, NET_01, GW_0103, S_010304, 40.06
2025-11-18 03:30:00, NET_01, GW_0103, S_010304, 43.31
2025-11-18 05:00:00, NET_01, GW_0103, S_010304, 24.59
2025-11-18 06:30:00, NET_01, GW_0103, S_010304, 33.38
2025-11-18 08:00:00, NET_01, GW_0103, S_010304, 37.11
2025-11-18 09:30:00, NET_01, GW_0103, S_010304, 42.03
2025-11-18 11:00:00, NET_01, GW_0103, S_010304, 24.18
2025-11-18 12:30:00, NET_01, GW_0103, S_010304, 37.83
2025-11-18 14:00:00, NET_01, GW_0103, S_010304, 39.04
2025-11-18 15:30:00, NET_01, GW_0103, S_010304, 41.68
2025-11-18 17:00:00, NET_01, GW_0103, S_010304, 25.30
2025-11-18 18:30:00, NET_01, GW_0103, S_010304, 38.07
2025-11-18 20:00:00, NET_01, GW_0103, S_010304, 29.85
2025-11-18 21:30:00, NET_01, GW_0103, S_010304, 40.24
2025-11-18 23:00:00, NET_01, GW_0103, S_010304, 41.50
2025-11-19 00:30:00, NET_01, GW_0103, S_010304, 30.73
2025-11-19 02:00:00, NET_01, GW_0103, S_010304, 26.52
2025-11-19 03:30:00, NET_01, GW_0103, S_010304, 22.46
2025-11-19 05:00:00, NET_01, GW_0103, S_010304, 32.14
2025-11-19 06:30:00, NET_01, GW_0103, S_010304, 35.80
2025-11-19 08:00:00, NET_01, GW_0103, S_010304, 37.92
2025-11-19 09:30:00, NET_01, GW_0103, S_010304, 42.71
2025-11-19 11:00:00, NET_01, GW_0103, S_010304, 24.33
2025-11-19 12:30:00, NET_01, GW_0103, S_010304, 39.04
2025-11-19 14:00:00, NET_01, GW_0103, S_010304, 44.40
2025-11-19 15:30:00, NET_01, GW_0103, S_010304, 33.39
2025-11-19 17:00:00, NET_01, GW_0103, S_010304, 29.33
2025-11-19 18:30:00, NET_01, GW_0103, S_010304, 39.18
2025-11-19 20:00:00, NET_01, GW_0103, S_010304, 38.02
2025-11-19 21:30:00, NET_01, GW_0103, S_010304, 43.10
2025-11-19 23:00:00, NET_01, GW_0103, S_010304, 23.09
2025-11-20 00:30:00, NET_01, GW_0103, S_010304, 28.40
2025-11-20 02:00:00, NET_01, GW_0103, S_010304, 41.66
2025-11-20 03:30:00, NET_01, GW_0103, S_010304, 38.54
2025-11-20 05:00:00, NET_01, GW_0103, S_010304, 29.22
2025-11-20 06:30:00, NET_01, GW_0103, S_010304, 34.88
2025-11-20 08:00:00, NET_01, GW_0103, S_010304, 36.51
2025-11-20 09:30:00, NET_01, GW_0103, S_010304, 44.99
2025-11-20 11:00:00, NET_01, GW_0103, S_010304, 31.73
2025-11-20 12:30:00, NET_01, GW_0103, S_010304, 37.87
2025-11-20 14:00:00, NET_01, GW_0103, S_010304, 23.14
2025-11-20 15:30:00, NET_01, GW_0103, S_010304, 24.75
2025-11-20 17:00:00, NET_01, GW_0103, S_010304, 41.90
2025-11-20 18:30:00, NET_01, GW_0103, S_010304, 27.41
2025-11-20 20:00:00, NET_01, GW_0103, S_010304, 22.20
2025-11-20 21:30:00, NET_01, GW_0103, S_010304, 31.88
2025-11-20 23:00:00, NET_01, GW_0103, S_010304, 34.44
2025-11-21 00:30:00, NET_01, GW_0103, S_010304, 39.78
2025-11-21 02:00:00, NET_01, GW_0103, S_010304, 42.07
2025-11-21 03:30:00, NET_01, GW_0103, S_010304, 24.73
2025-11-21 05:00:00, NET_01, GW_0103, S_010304, 36.30
2025-11-21 06:30:00, NET_01, GW_0103, S_010304, 41.97
2025-11-21 08:00:00, NET_01, GW_0103, S_010304, 34.62
2025-11-21 09:30:00, NET_01, GW_0103, S_010304, 29.99
2025-11-21 11:00:00, NET_01, GW_0103, S_010304, 32.54
2025-11-21 12:30:00, NET_01, GW_0103, S_010304, 23.43
2025-11-21 14:00:00, NET_01, GW_0103, S_010304, 41.89
2025-11-21 15:30:00, NET_01, GW_0103, S_010304, 28.96
2025-11-21 17:00:00, NET_01, GW_0103, S_010304, 33.78
2025-11-21 18:30:00, NET_01, GW_0103, S_010304, 44.02
2025-11-21 20:00:00, NET_01, GW_0103, S_010304, 22.67
2025-11-21 21:30:00, NET_01, GW_0103, S_010304, 24.54
2025-11-21 23:00:00, NET_01, GW_0103, S_010304, 35.77
